"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Switzerland","2023","Fruit, edible; grapes, dried","Import","9204467.172","3686088.238","Weight in kilograms","3686088.238"
"Switzerland","2023","Fruit, edible; watermelons, fresh","Export","13107.104","24624","Weight in kilograms","24624"
"Switzerland","2023","Fruit, edible; watermelons, fresh","Import","36972913.239","36983925","Weight in kilograms","36983925"
"Switzerland","2023","Fruit, edible; melons, other than watermelons, fresh","Export","208918.189","90271","Weight in kilograms","90271"
"Switzerland","2023","Fruit, edible; melons, other than watermelons, fresh","Import","48078010.689","24226853","Weight in kilograms","24226853"
"Switzerland","2023","Fruit, edible; papaws (papayas), fresh","Export","1782.326","453","Weight in kilograms","453"
"Switzerland","2023","Fruit, edible; papaws (papayas), fresh","Import","6528569.632","2202330","Weight in kilograms","2202330"
"Switzerland","2023","Fruit, edible; apples, fresh","Export","183680.81","241709","Weight in kilograms","241709"
"Switzerland","2023","Fruit, edible; apples, fresh","Import","14591264.595","11690605","Weight in kilograms","11690605"
"Switzerland","2023","Fruit, edible; pears, fresh","Export","50631.629","44405","Weight in kilograms","44405"
"Switzerland","2023","Fruit, edible; pears, fresh","Import","15907820.448","9110354","Weight in kilograms","9110354"
"Switzerland","2023","Fruit, edible; quinces, fresh","Import","540336.237","395580","Weight in kilograms","395580"
"Switzerland","2023","Fruit, edible; apricots, fresh","Export","113924.224","47785","Weight in kilograms","47785"
"Switzerland","2023","Fruit, edible; apricots, fresh","Import","22262043.673","8004184","Weight in kilograms","8004184"
"Switzerland","2023","Fruit, edible; sour cherries (Prunus cerasus), fresh","Import","24501.975","2622","Weight in kilograms","2622"
"Switzerland","2023","Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh","Export","554.056","69","Weight in kilograms","69"
"Switzerland","2023","Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh","Import","22658188.41","3944916","Weight in kilograms","3944916"
"Switzerland","2023","Fruit, edible; peaches, including nectarines, fresh","Import","65442115.999","29256470","Weight in kilograms","29256470"
"Switzerland","2023","Fruit, edible; peaches, including nectarines, fresh","Export","60891.684","25621","Weight in kilograms","25621"
"Switzerland","2023","Fruit, edible; plums and sloes, fresh","Export","243020.469","66483","Weight in kilograms","66483"
"Switzerland","2023","Fruit, edible; plums and sloes, fresh","Import","14388932.779","7725495.987","Weight in kilograms","7725495.987"
"Switzerland","2023","Fruit, edible; strawberries, fresh","Import","70258941.845","13310800","Weight in kilograms","13310800"
"Switzerland","2023","Fruit, edible; strawberries, fresh","Export","129751.545","14356","Weight in kilograms","14356"
"Switzerland","2023","Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh","Export","177506.086","24516","Weight in kilograms","24516"
"Switzerland","2023","Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh","Import","53481801.399","4265158","Weight in kilograms","4265158"
"Switzerland","2023","Fruit, edible; black, white or red currants and gooseberries, fresh","Export","62.304","3","Weight in kilograms","3"
"Switzerland","2023","Fruit, edible; black, white or red currants and gooseberries, fresh","Import","1709012.444","108290","Weight in kilograms","108290"
"Switzerland","2023","Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh","Import","90591910.342","8621788","Weight in kilograms","8621788"
"Switzerland","2023","Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh","Export","511767.845","52380","Weight in kilograms","52380"
"Switzerland","2023","Fruit, edible; kiwifruit, fresh","Export","7360.717","2026","Weight in kilograms","2026"
"Switzerland","2023","Fruit, edible; kiwifruit, fresh","Import","43256019.213","11713098","Weight in kilograms","11713098"
"Switzerland","2023","Fruit, edible; durians, fresh","Import","118945.221","7756","Weight in kilograms","7756"
"Switzerland","2023","Fruit, edible; persimmons, fresh","Export","393.847","120","Weight in kilograms","120"
"Switzerland","2023","Fruit, edible; persimmons, fresh","Import","13980539.836","6037118","Weight in kilograms","6037118"
"Switzerland","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Export","119748.491","38734","Weight in kilograms","38734"
"Switzerland","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Import","30655296.673","6975732.152","Weight in kilograms","6975732.152"
"Switzerland","2023","Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Export","26311.002","15553","Weight in kilograms","15553"
"Switzerland","2023","Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Import","6552352.891","3092632.265","Weight in kilograms","3092632.265"
"Switzerland","2023","Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter","Export","277748.01","47763.801","Weight in kilograms","47763.801"
"Switzerland","2023","Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter","Import","26243219.014","6157656.463","Weight in kilograms","6157656.463"
"Switzerland","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Export","441358.184","103101","Weight in kilograms","103101"
"Switzerland","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Import","44786131.53","12644328","Weight in kilograms","12644328"
"Switzerland","2023","Fruit, edible; cherries, provisionally preserved, but unsuitable in that state for immediate consumption","Import","14733.672","7850","Weight in kilograms","7850"
"Switzerland","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption","Import","696057.227","257662.178","Weight in kilograms","257662.178"
"Switzerland","2023","Fruit, edible; apricots, dried","Export","432338.636","52916.681","Weight in kilograms","52916.681"
"Switzerland","2023","Fruit, edible; apricots, dried","Import","9374434.531","1253455.653","Weight in kilograms","1253455.653"
"Switzerland","2023","Fruit, edible; prunes, dried","Export","278535.705","38693.51","Weight in kilograms","38693.51"
"Switzerland","2023","Fruit, edible; prunes, dried","Import","6833098.146","977017.768","Weight in kilograms","977017.768"
"Switzerland","2023","Fruit, edible; apples, dried","Export","10231.129","573.497","Weight in kilograms","573.497"
"Switzerland","2023","Fruit, edible; apples, dried","Import","3403777.406","342380.281","Weight in kilograms","342380.281"
"Switzerland","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Export","211905.421","12921.678","Weight in kilograms","12921.678"
"Switzerland","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Import","8998703.099","427041.48","Weight in kilograms","427041.48"
"Switzerland","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Import","9529620.378","917078.713","Weight in kilograms","917078.713"
"Switzerland","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Export","145350.791","11920.745","Weight in kilograms","11920.745"
"Switzerland","2023","Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions","Export","10720.657","1057","Weight in kilograms","1057"
"Switzerland","2023","Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions","Import","1715993.777","434162.178","Weight in kilograms","434162.178"
"Tajikistan","2023","Nuts, edible; coconuts, desiccated","Import","2576","668","Weight in kilograms","668"
"Tajikistan","2023","Nuts, edible; cashew nuts, fresh or dried, in shell","Import","10757","5056","Weight in kilograms","5056"
"Tajikistan","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Import","357714","114757","Weight in kilograms","114757"
"Tajikistan","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Export","6188","17680","Weight in kilograms","17680"
"Tajikistan","2023","Nuts, edible; almonds, fresh or dried, in shell","Import","216407","108955","Weight in kilograms","108955"
"Tajikistan","2023","Nuts, edible; almonds, fresh or dried, in shell","Export","73726","110733","Weight in kilograms","110733"
"Tajikistan","2023","Nuts, edible; almonds, fresh or dried, shelled","Import","322181","147913","Weight in kilograms","147913"
"Tajikistan","2023","Nuts, edible; almonds, fresh or dried, shelled","Export","18392","40796","Weight in kilograms","40796"
"Tajikistan","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Import","1803","710","Weight in kilograms","710"
"Tajikistan","2023","Nuts, edible; walnuts, fresh or dried, in shell","Import","19992","9000","Weight in kilograms","9000"
"Tajikistan","2023","Nuts, edible; walnuts, fresh or dried, in shell","Export","7606","19786","Weight in kilograms","19786"
"Tajikistan","2023","Nuts, edible; walnuts, fresh or dried, shelled","Import","66441","31834","Weight in kilograms","31834"
"Tajikistan","2023","Nuts, edible; walnuts, fresh or dried, shelled","Export","73432","163216","Weight in kilograms","163216"
"Tajikistan","2023","Nuts, edible; pistachios, fresh or dried, in shell","Import","378939","156281","Weight in kilograms","156281"
"Tajikistan","2023","Nuts, edible; pistachios, fresh or dried, in shell","Export","31309","44354","Weight in kilograms","44354"
"Tajikistan","2023","Nuts, edible; pistachios, fresh or dried, shelled","Import","2263","500","Weight in kilograms","500"
"Tajikistan","2023","Nuts, edible; pistachios, fresh or dried, shelled","Export","342463","82859","Weight in kilograms","82859"
"Tajikistan","2023","Nuts, edible; macadamia, fresh or dried, in shell","Import","5565","1590","Weight in kilograms","1590"
"Tajikistan","2023","Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled","Import","7238","3210","Weight in kilograms","3210"
"Tajikistan","2023","Nuts, edible; n.e.c. in heading no. 0801 and 0802, fresh or dried, whether or not shelled or peeled","Export","3430","8049","Weight in kilograms","8049"
"Tajikistan","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Import","32023771","26533016","Weight in kilograms","26533016"
"Tajikistan","2023","Fruit, edible; dates, fresh or dried","Import","605198","877195","Weight in kilograms","877195"
"Tajikistan","2023","Fruit, edible; figs, fresh or dried","Import","66008","74293","Weight in kilograms","74293"
"Tajikistan","2023","Fruit, edible; figs, fresh or dried","Export","1196","3227.01","Weight in kilograms","3227.01"
"Tajikistan","2023","Fruit, edible; pineapples, fresh or dried","Import","596490","841032","Weight in kilograms","841032"
"Tajikistan","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Import","4985","9050","Weight in kilograms","9050"
"Tajikistan","2023","Fruit, edible; oranges, fresh or dried","Import","1235453","793624","Weight in kilograms","793624"
"Tajikistan","2023","Fruit, edible; mandarins (including tangerines and satsumas), clementines, wilkings and similar citrus hybrids, fresh or dried","Import","6488276","11005081","Weight in kilograms","11005081"
"Tajikistan","2023","Fruit, edible; mandarins (including tangerines and satsumas), clementines, wilkings and similar citrus hybrids, fresh or dried","Export","4200","21000","Weight in kilograms","21000"
"Tajikistan","2023","Fruit, edible; grapefruit and pomelos, fresh or dried","Import","401444","254858","Weight in kilograms","254858"
"Tajikistan","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Import","25883","23530","Weight in kilograms","23530"
"Tajikistan","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Export","800774","2473570","Weight in kilograms","2473570"
"Tajikistan","2023","Fruit, edible; grapes, fresh","Import","339843","436110","Weight in kilograms","436110"
"Tajikistan","2023","Fruit, edible; grapes, fresh","Export","2430176","9967183","Weight in kilograms","9967183"
"Tajikistan","2023","Fruit, edible; grapes, dried","Import","238903","363667","Weight in kilograms","363667"
"Tajikistan","2023","Fruit, edible; grapes, dried","Export","557906","2241922","Weight in kilograms","2241922"
"Tajikistan","2023","Fruit, edible; watermelons, fresh","Import","785369","2212250","Weight in kilograms","2212250"
"Tajikistan","2023","Fruit, edible; watermelons, fresh","Export","277699","926061","Weight in kilograms","926061"
"Tajikistan","2023","Fruit, edible; melons, other than watermelons, fresh","Import","119962","337780","Weight in kilograms","337780"
"Tajikistan","2023","Fruit, edible; melons, other than watermelons, fresh","Export","8920","60510","Weight in kilograms","60510"
"Tajikistan","2023","Fruit, edible; apples, fresh","Import","315560","287500","Weight in kilograms","287500"
"Tajikistan","2023","Fruit, edible; apples, fresh","Export","71812","375552","Weight in kilograms","375552"
"Tajikistan","2023","Fruit, edible; pears, fresh","Import","60016","47976","Weight in kilograms","47976"
"Tajikistan","2023","Fruit, edible; pears, fresh","Export","17246","69866","Weight in kilograms","69866"
"Tajikistan","2023","Fruit, edible; apricots, fresh","Export","2500980","8921489","Weight in kilograms","8921489"
"Tajikistan","2023","Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh","Export","550979","962160","Weight in kilograms","962160"
"Tajikistan","2023","Fruit, edible; peaches, including nectarines, fresh","Import","118327","90700","Weight in kilograms","90700"
"Tajikistan","2023","Fruit, edible; peaches, including nectarines, fresh","Export","168360","419139","Weight in kilograms","419139"
"Tajikistan","2023","Fruit, edible; plums and sloes, fresh","Export","854229","3336560","Weight in kilograms","3336560"
"Tajikistan","2023","Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh","Export","210","24","Weight in kilograms","24"
"Tajikistan","2023","Fruit, edible; kiwifruit, fresh","Import","931259","702439","Weight in kilograms","702439"
"Tajikistan","2023","Fruit, edible; persimmons, fresh","Export","82842","521108","Weight in kilograms","521108"
"Tajikistan","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Import","2492351","3257799","Weight in kilograms","3257799"
"Tajikistan","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Export","5457","35326","Weight in kilograms","35326"
"Tajikistan","2023","Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Import","3972","2225","Weight in kilograms","2225"
"Tajikistan","2023","Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter","Import","9504","3826","Weight in kilograms","3826"
"Tajikistan","2023","Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter","Export","346104","147260","Weight in kilograms","147260"
"Tajikistan","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Import","24661","10719","Weight in kilograms","10719"
"Tajikistan","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Export","9","48","Weight in kilograms","48"
"Tajikistan","2023","Fruit, edible; apricots, dried","Import","81995","143687","Weight in kilograms","143687"
"Tajikistan","2023","Fruit, edible; apricots, dried","Export","17575723","34098379","Weight in kilograms","34098379"
"Tajikistan","2023","Fruit, edible; prunes, dried","Export","197920","295768","Weight in kilograms","295768"
"Tajikistan","2023","Fruit, edible; apples, dried","Import","782","370","Weight in kilograms","370"
"Tajikistan","2023","Fruit, edible; apples, dried","Export","609677","1676130","Weight in kilograms","1676130"
"Tajikistan","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Import","2960","1692.005","Weight in kilograms","1692.005"
"Tajikistan","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Export","2262133","6154897","Weight in kilograms","6154897"
"Tajikistan","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Import","5356","2392","Weight in kilograms","2392"
"Tajikistan","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Export","8311924","38884096","Weight in kilograms","38884096"
"Tajikistan","2023","Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions","Import","437","205","Weight in kilograms","205"
"TFYR of Macedonia","2023","Nuts, edible; coconuts, desiccated","Export","25702.858","15221","Weight in kilograms","15221"
"TFYR of Macedonia","2023","Nuts, edible; coconuts, desiccated","Import","363747.404","230719","Weight in kilograms","230719"
"TFYR of Macedonia","2023","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","Export","263.788","80","Weight in kilograms","80"
"TFYR of Macedonia","2023","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","Import","26054.712","24136","Weight in kilograms","24136"
"TFYR of Macedonia","2023","Nuts, edible; brazil nuts, fresh or dried, shelled","Export","9192.59","701","Weight in kilograms","701"
"TFYR of Macedonia","2023","Nuts, edible; brazil nuts, fresh or dried, shelled","Import","95342.186","14384","Weight in kilograms","14384"
"TFYR of Macedonia","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Export","36269.327","4659","Weight in kilograms","4659"
"TFYR of Macedonia","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Import","3072708.536","545629","Weight in kilograms","545629"
"TFYR of Macedonia","2023","Nuts, edible; almonds, fresh or dried, in shell","Export","3174.242","395","Weight in kilograms","395"
"TFYR of Macedonia","2023","Nuts, edible; almonds, fresh or dried, in shell","Import","1038.147","50","Weight in kilograms","50"
"TFYR of Macedonia","2023","Nuts, edible; almonds, fresh or dried, shelled","Export","47259.752","7248","Weight in kilograms","7248"
"TFYR of Macedonia","2023","Nuts, edible; almonds, fresh or dried, shelled","Import","3047995.863","624620","Weight in kilograms","624620"
"TFYR of Macedonia","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell","Export","503126.313","181066","Weight in kilograms","181066"
"TFYR of Macedonia","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Export","162251.209","17135","Weight in kilograms","17135"
"TFYR of Macedonia","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Import","2180528.703","334319","Weight in kilograms","334319"
"TFYR of Macedonia","2023","Nuts, edible; walnuts, fresh or dried, in shell","Export","17853.88","6320","Weight in kilograms","6320"
"TFYR of Macedonia","2023","Nuts, edible; walnuts, fresh or dried, in shell","Import","65992.847","56610","Weight in kilograms","56610"
"TFYR of Macedonia","2023","Nuts, edible; walnuts, fresh or dried, shelled","Export","111138.378","24114","Weight in kilograms","24114"
"TFYR of Macedonia","2023","Nuts, edible; walnuts, fresh or dried, shelled","Import","1725827.498","460429","Weight in kilograms","460429"
"TFYR of Macedonia","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell","Export","782742.484","611950","Weight in kilograms","611950"
"TFYR of Macedonia","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell","Import","193438.495","168119","Weight in kilograms","168119"
"TFYR of Macedonia","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled","Export","6713.586","864","Weight in kilograms","864"
"TFYR of Macedonia","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled","Import","8603.904","9244","Weight in kilograms","9244"
"TFYR of Macedonia","2023","Nuts, edible; pistachios, fresh or dried, in shell","Export","9342.722","1009","Weight in kilograms","1009"
"TFYR of Macedonia","2023","Nuts, edible; pistachios, fresh or dried, in shell","Import","1789843.991","215597","Weight in kilograms","215597"
"TFYR of Macedonia","2023","Nuts, edible; pistachios, fresh or dried, shelled","Export","61.804","2","Weight in kilograms","2"
"TFYR of Macedonia","2023","Nuts, edible; pistachios, fresh or dried, shelled","Import","124792.07","6731.978","Weight in kilograms","6731.978"
"TFYR of Macedonia","2023","Nuts, edible; macadamia, fresh or dried, shelled","Import","5352.065","308","Weight in kilograms","308"
"TFYR of Macedonia","2023","Nuts, edible; pine nuts, fresh or dried, shelled","Import","6294.48","305","Weight in kilograms","305"
"TFYR of Macedonia","2023","Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled","Export","28364.6","3654","Weight in kilograms","3654"
"TFYR of Macedonia","2023","Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled","Import","8657.825","752.101","Weight in kilograms","752.101"
"TFYR of Macedonia","2023","Fruit, edible; plantains, fresh or dried","Export","19573.678","20592","Weight in kilograms","20592"
"TFYR of Macedonia","2023","Fruit, edible; plantains, fresh or dried","Import","20658172.372","25653787","Weight in kilograms","25653787"
"TFYR of Macedonia","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Import","2955.295","347","Weight in kilograms","347"
"TFYR of Macedonia","2023","Fruit, edible; dates, fresh or dried","Export","109919.661","40790","Weight in kilograms","40790"
"TFYR of Macedonia","2023","Fruit, edible; dates, fresh or dried","Import","1565588.425","1002693","Weight in kilograms","1002693"
"TFYR of Macedonia","2023","Fruit, edible; figs, fresh or dried","Export","9200.046","9212","Weight in kilograms","9212"
"TFYR of Macedonia","2023","Fruit, edible; figs, fresh or dried","Import","564559.38","147811","Weight in kilograms","147811"
"TFYR of Macedonia","2023","Fruit, edible; pineapples, fresh or dried","Export","16630.853","7939","Weight in kilograms","7939"
"TFYR of Macedonia","2023","Fruit, edible; pineapples, fresh or dried","Import","523822.161","670744","Weight in kilograms","670744"
"TFYR of Macedonia","2023","Fruit, edible; avocados, fresh or dried","Export","363.511","103","Weight in kilograms","103"
"TFYR of Macedonia","2023","Fruit, edible; avocados, fresh or dried","Import","597518.753","394146","Weight in kilograms","394146"
"TFYR of Macedonia","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Export","900.477","230","Weight in kilograms","230"
"TFYR of Macedonia","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Import","81025.591","58563","Weight in kilograms","58563"
"TFYR of Macedonia","2023","Fruit, edible; oranges, fresh or dried","Export","46982.133","79713","Weight in kilograms","79713"
"TFYR of Macedonia","2023","Fruit, edible; oranges, fresh or dried","Import","6497587.531","12313419","Weight in kilograms","12313419"
"TFYR of Macedonia","2023","Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried","Export","16064.516","31779","Weight in kilograms","31779"
"TFYR of Macedonia","2023","Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried","Import","4098165.003","7025543","Weight in kilograms","7025543"
"TFYR of Macedonia","2023","Fruit, edible; clementines, fresh or dried","Import","1471663.808","3130935","Weight in kilograms","3130935"
"TFYR of Macedonia","2023","Fruit, edible; tangelos, wilkings and similar citrus hybrid, fresh or dried","Import","20815.128","36726","Weight in kilograms","36726"
"TFYR of Macedonia","2023","Fruit, edible; grapefruit and pomelos, fresh or dried","Export","6774.861","19081","Weight in kilograms","19081"
"TFYR of Macedonia","2023","Fruit, edible; grapefruit and pomelos, fresh or dried","Import","440845.445","777916","Weight in kilograms","777916"
"TFYR of Macedonia","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Export","117452.11","138360","Weight in kilograms","138360"
"TFYR of Macedonia","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Import","4555789.355","8427556","Weight in kilograms","8427556"
"TFYR of Macedonia","2023","Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried","Import","622.032","172","Weight in kilograms","172"
"TFYR of Macedonia","2023","Fruit, edible; grapes, fresh","Export","13854604.067","18369371","Weight in kilograms","18369371"
"TFYR of Macedonia","2023","Fruit, edible; grapes, fresh","Import","229323.774","336829","Weight in kilograms","336829"
"TFYR of Macedonia","2023","Fruit, edible; grapes, dried","Export","44060.724","48580","Weight in kilograms","48580"
"TFYR of Macedonia","2023","Fruit, edible; grapes, dried","Import","756711.297","506450","Weight in kilograms","506450"
"TFYR of Macedonia","2023","Fruit, edible; watermelons, fresh","Export","1844587.157","5809820","Weight in kilograms","5809820"
"TFYR of Macedonia","2023","Fruit, edible; watermelons, fresh","Import","789117.003","2178463","Weight in kilograms","2178463"
"TFYR of Macedonia","2023","Fruit, edible; melons, other than watermelons, fresh","Export","99706.423","136993","Weight in kilograms","136993"
"TFYR of Macedonia","2023","Fruit, edible; melons, other than watermelons, fresh","Import","50111.871","66003","Weight in kilograms","66003"
"TFYR of Macedonia","2023","Fruit, edible; papaws (papayas), fresh","Export","95.817","10","Weight in kilograms","10"
"TFYR of Macedonia","2023","Fruit, edible; papaws (papayas), fresh","Import","1495.126","429","Weight in kilograms","429"
"TFYR of Macedonia","2023","Fruit, edible; apples, fresh","Export","15128959.219","65253754","Weight in kilograms","65253754"
"TFYR of Macedonia","2023","Fruit, edible; apples, fresh","Import","2025128.989","3943935","Weight in kilograms","3943935"
"TFYR of Macedonia","2023","Fruit, edible; pears, fresh","Export","191147.245","318939","Weight in kilograms","318939"
"TFYR of Macedonia","2023","Fruit, edible; pears, fresh","Import","1198360.523","1809792","Weight in kilograms","1809792"
"TFYR of Macedonia","2023","Fruit, edible; quinces, fresh","Export","22164.755","34425","Weight in kilograms","34425"
"TFYR of Macedonia","2023","Fruit, edible; quinces, fresh","Import","52764.249","113272","Weight in kilograms","113272"
"TFYR of Macedonia","2023","Fruit, edible; apricots, fresh","Export","1604603.231","1432887","Weight in kilograms","1432887"
"TFYR of Macedonia","2023","Fruit, edible; apricots, fresh","Import","179744.914","328104","Weight in kilograms","328104"
"TFYR of Macedonia","2023","Fruit, edible; sour cherries (Prunus cerasus), fresh","Export","86846.165","137939","Weight in kilograms","137939"
"TFYR of Macedonia","2023","Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh","Export","757062.488","450895","Weight in kilograms","450895"
"TFYR of Macedonia","2023","Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh","Import","376.18","527","Weight in kilograms","527"
"TFYR of Macedonia","2023","Fruit, edible; peaches, including nectarines, fresh","Export","3273039.621","4116184","Weight in kilograms","4116184"
"TFYR of Macedonia","2023","Fruit, edible; peaches, including nectarines, fresh","Import","828021.192","1538469","Weight in kilograms","1538469"
"TFYR of Macedonia","2023","Fruit, edible; plums and sloes, fresh","Export","3220563.478","4306355","Weight in kilograms","4306355"
"TFYR of Macedonia","2023","Fruit, edible; plums and sloes, fresh","Import","527532.09","1333737","Weight in kilograms","1333737"
"TFYR of Macedonia","2023","Fruit, edible; strawberries, fresh","Export","3194.393","2990","Weight in kilograms","2990"
"TFYR of Macedonia","2023","Fruit, edible; strawberries, fresh","Import","572439.395","594498","Weight in kilograms","594498"
"TFYR of Macedonia","2023","Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh","Import","48180.107","29661","Weight in kilograms","29661"
"TFYR of Macedonia","2023","Fruit, edible; black, white or red currants and gooseberries, fresh","Import","1249.922","753","Weight in kilograms","753"
"TFYR of Macedonia","2023","Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh","Export","863.742","95","Weight in kilograms","95"
"TFYR of Macedonia","2023","Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh","Import","17673.847","8884","Weight in kilograms","8884"
"TFYR of Macedonia","2023","Fruit, edible; kiwifruit, fresh","Export","44754.814","58302","Weight in kilograms","58302"
"TFYR of Macedonia","2023","Fruit, edible; kiwifruit, fresh","Import","848817.245","1288549","Weight in kilograms","1288549"
"TFYR of Macedonia","2023","Fruit, edible; durians, fresh","Import","132.516","23","Weight in kilograms","23"
"TFYR of Macedonia","2023","Fruit, edible; persimmons, fresh","Export","1591063.97","2060205","Weight in kilograms","2060205"
"TFYR of Macedonia","2023","Fruit, edible; persimmons, fresh","Import","9046.87","12880","Weight in kilograms","12880"
"TFYR of Macedonia","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Export","52043.924","83330","Weight in kilograms","83330"
"TFYR of Macedonia","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Import","240119.996","414656","Weight in kilograms","414656"
"TFYR of Macedonia","2023","Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Export","93426.306","47691","Weight in kilograms","47691"
