"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Bolivia (Plurinational State of)","2023","Fruit, edible; plantains, fresh or dried","Import","1154","1061.29","Weight in kilograms","1061.29"
"Bolivia (Plurinational State of)","2023","Fruit, edible; plantains, fresh or dried","Export","84974.5","183005","Weight in kilograms","183005"
"Bolivia (Plurinational State of)","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Import","23650","27039.514","Weight in kilograms","27039.514"
"Bolivia (Plurinational State of)","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Export","44342742","124982240","Weight in kilograms","124982240"
"Bolivia (Plurinational State of)","2023","Fruit, edible; dates, fresh or dried","Import","1392","497.592","Weight in kilograms","497.592"
"Bolivia (Plurinational State of)","2023","Fruit, edible; pineapples, fresh or dried","Export","66244.56","171727.4","Weight in kilograms","171727.4"
"Bolivia (Plurinational State of)","2023","Fruit, edible; avocados, fresh or dried","Import","699598","230046.69","Weight in kilograms","230046.69"
"Bolivia (Plurinational State of)","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Export","4743.5","167.4","Weight in kilograms","167.4"
"Bolivia (Plurinational State of)","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Export","121280.38","173160","Weight in kilograms","173160"
"Bolivia (Plurinational State of)","2023","Fruit, edible; grapes, fresh","Import","512769","192251.743","Weight in kilograms","192251.743"
"Bolivia (Plurinational State of)","2023","Fruit, edible; grapes, dried","Import","602149","300713.644","Weight in kilograms","300713.644"
"Bolivia (Plurinational State of)","2023","Fruit, edible; apples, fresh","Import","12805482","10180705.351","Weight in kilograms","10180705.351"
"Bolivia (Plurinational State of)","2023","Fruit, edible; pears, fresh","Import","1769316","1287561.685","Weight in kilograms","1287561.685"
"Bolivia (Plurinational State of)","2023","Fruit, edible; apricots, fresh","Import","127","62.145","Weight in kilograms","62.145"
"Bolivia (Plurinational State of)","2023","Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh","Import","317150","63038.398","Weight in kilograms","63038.398"
"Bolivia (Plurinational State of)","2023","Fruit, edible; peaches, including nectarines, fresh","Import","207091","122119.035","Weight in kilograms","122119.035"
"Bolivia (Plurinational State of)","2023","Fruit, edible; peaches, including nectarines, fresh","Export","3226","577.4","Weight in kilograms","577.4"
"Bolivia (Plurinational State of)","2023","Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh","Import","10383","970.895","Weight in kilograms","970.895"
"Bolivia (Plurinational State of)","2023","Fruit, edible; kiwifruit, fresh","Import","687550","297476.398","Weight in kilograms","297476.398"
"Bolivia (Plurinational State of)","2023","Fruit, edible; persimmons, fresh","Import","109018","53800.553","Weight in kilograms","53800.553"
"Bolivia (Plurinational State of)","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Import","49019","13080.487","Weight in kilograms","13080.487"
"Bolivia (Plurinational State of)","2023","Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Import","69108","35796.897","Weight in kilograms","35796.897"
"Bolivia (Plurinational State of)","2023","Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter","Import","53424","15566.99","Weight in kilograms","15566.99"
"Bolivia (Plurinational State of)","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Import","19313","7863.194","Weight in kilograms","7863.194"
"Bolivia (Plurinational State of)","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Export","11119.6","1340","Weight in kilograms","1340"
"Bolivia (Plurinational State of)","2023","Fruit, edible; cherries, provisionally preserved, but unsuitable in that state for immediate consumption","Import","6428","3078.551","Weight in kilograms","3078.551"
"Bolivia (Plurinational State of)","2023","Fruit, edible; prunes, dried","Import","141","31.001","Weight in kilograms","31.001"
"Bolivia (Plurinational State of)","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Import","61501","","No Quantity",""
"Bolivia (Plurinational State of)","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Export","66630.73","10908.97","Weight in kilograms","10908.97"
"Bolivia (Plurinational State of)","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Import","4407","552.34","Weight in kilograms","552.34"
"Bolivia (Plurinational State of)","2023","Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions","Import","244","94.012","Weight in kilograms","94.012"
"Bosnia Herzegovina","2023","Nuts, edible; coconuts, desiccated","Export","1020.008","337","Weight in kilograms","337"
"Bosnia Herzegovina","2023","Nuts, edible; coconuts, desiccated","Import","191425.902","126628.51","Weight in kilograms","126628.51"
"Bosnia Herzegovina","2023","Nuts, edible; coconuts, in the inner shell (endocarp)","Import","9743.176","5074.1","Weight in kilograms","5074.1"
"Bosnia Herzegovina","2023","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","Import","1015.645","490.19","Weight in kilograms","490.19"
"Bosnia Herzegovina","2023","Nuts, edible; brazil nuts, fresh or dried, in shell","Import","68.251","4.75","Weight in kilograms","4.75"
"Bosnia Herzegovina","2023","Nuts, edible; brazil nuts, fresh or dried, shelled","Export","20961.93","1996.99","Weight in kilograms","1996.99"
"Bosnia Herzegovina","2023","Nuts, edible; brazil nuts, fresh or dried, shelled","Import","200932.275","30706.93","Weight in kilograms","30706.93"
"Bosnia Herzegovina","2023","Nuts, edible; cashew nuts, fresh or dried, in shell","Import","16.242","5.56","Weight in kilograms","5.56"
"Bosnia Herzegovina","2023","Nuts, edible; cashew nuts, fresh or dried, in shell","Export","5905.517","942","Weight in kilograms","942"
"Bosnia Herzegovina","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Import","1270534.232","217415.57","Weight in kilograms","217415.57"
"Bosnia Herzegovina","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Export","166694.54","24864.33","Weight in kilograms","24864.33"
"Bosnia Herzegovina","2023","Nuts, edible; almonds, fresh or dried, in shell","Export","361.475","40","Weight in kilograms","40"
"Bosnia Herzegovina","2023","Nuts, edible; almonds, fresh or dried, in shell","Import","106445.445","18588.01","Weight in kilograms","18588.01"
"Bosnia Herzegovina","2023","Nuts, edible; almonds, fresh or dried, shelled","Export","140494.156","21348.07","Weight in kilograms","21348.07"
"Bosnia Herzegovina","2023","Nuts, edible; almonds, fresh or dried, shelled","Import","2905124.466","606316.07","Weight in kilograms","606316.07"
"Bosnia Herzegovina","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell","Export","128500.287","52351.5","Weight in kilograms","52351.5"
"Bosnia Herzegovina","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell","Import","173.14","40","Weight in kilograms","40"
"Bosnia Herzegovina","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Import","1899749.911","275681.98","Weight in kilograms","275681.98"
"Bosnia Herzegovina","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Export","113611.125","15593.09","Weight in kilograms","15593.09"
"Bosnia Herzegovina","2023","Nuts, edible; walnuts, fresh or dried, in shell","Import","84100.499","43900","Weight in kilograms","43900"
"Bosnia Herzegovina","2023","Nuts, edible; walnuts, fresh or dried, shelled","Export","275478.138","64515.6","Weight in kilograms","64515.6"
"Bosnia Herzegovina","2023","Nuts, edible; walnuts, fresh or dried, shelled","Import","5677606.048","1711617.64","Weight in kilograms","1711617.64"
"Bosnia Herzegovina","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell","Import","357212.683","234981.5","Weight in kilograms","234981.5"
"Bosnia Herzegovina","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled","Import","32251.854","21785.5","Weight in kilograms","21785.5"
"Bosnia Herzegovina","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled","Export","478611.671","125648.6","Weight in kilograms","125648.6"
"Bosnia Herzegovina","2023","Nuts, edible; pistachios, fresh or dried, in shell","Import","2033937.759","235993.44","Weight in kilograms","235993.44"
"Bosnia Herzegovina","2023","Nuts, edible; pistachios, fresh or dried, shelled","Export","3277.686","211.55","Weight in kilograms","211.55"
"Bosnia Herzegovina","2023","Nuts, edible; pistachios, fresh or dried, shelled","Import","247432.713","21237.66","Weight in kilograms","21237.66"
"Bosnia Herzegovina","2023","Nuts, edible; macadamia, fresh or dried, shelled","Export","123.62","4","Weight in kilograms","4"
"Bosnia Herzegovina","2023","Nuts, edible; macadamia, fresh or dried, shelled","Import","4932.848","306.18","Weight in kilograms","306.18"
"Bosnia Herzegovina","2023","Nuts, edible; pine nuts, fresh or dried, shelled","Import","14679.643","308.23","Weight in kilograms","308.23"
"Bosnia Herzegovina","2023","Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled","Import","42508.852","","No Quantity",""
"Bosnia Herzegovina","2023","Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled","Export","310.096","30.377","Weight in kilograms","30.377"
"Bosnia Herzegovina","2023","Fruit, edible; plantains, fresh or dried","Import","199735.526","267509.55","Weight in kilograms","267509.55"
"Bosnia Herzegovina","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Export","76185.333","105912.1","Weight in kilograms","105912.1"
"Bosnia Herzegovina","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Import","43823633.053","52444060.1","Weight in kilograms","52444060.1"
"Bosnia Herzegovina","2023","Fruit, edible; dates, fresh or dried","Export","590934.53","208366.68","Weight in kilograms","208366.68"
"Bosnia Herzegovina","2023","Fruit, edible; dates, fresh or dried","Import","3427589.167","1755035.04","Weight in kilograms","1755035.04"
"Bosnia Herzegovina","2023","Fruit, edible; figs, fresh or dried","Export","83030.384","18691.99","Weight in kilograms","18691.99"
"Bosnia Herzegovina","2023","Fruit, edible; figs, fresh or dried","Import","1584260.405","460541.54","Weight in kilograms","460541.54"
"Bosnia Herzegovina","2023","Fruit, edible; pineapples, fresh or dried","Export","8421.109","2814.44","Weight in kilograms","2814.44"
"Bosnia Herzegovina","2023","Fruit, edible; pineapples, fresh or dried","Import","1185150.63","1258591.9","Weight in kilograms","1258591.9"
"Bosnia Herzegovina","2023","Fruit, edible; avocados, fresh or dried","Import","694352.246","222311.82","Weight in kilograms","222311.82"
"Bosnia Herzegovina","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Import","148118.452","69375.5","Weight in kilograms","69375.5"
"Bosnia Herzegovina","2023","Fruit, edible; oranges, fresh or dried","Export","12287.664","15608","Weight in kilograms","15608"
"Bosnia Herzegovina","2023","Fruit, edible; oranges, fresh or dried","Import","10486811.065","17665502.75","Weight in kilograms","17665502.75"
"Bosnia Herzegovina","2023","Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried","Export","4688.958","23625","Weight in kilograms","23625"
"Bosnia Herzegovina","2023","Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried","Import","5687357.778","14813814.5","Weight in kilograms","14813814.5"
"Bosnia Herzegovina","2023","Fruit, edible; clementines, fresh or dried","Import","1781909.256","3272012.02","Weight in kilograms","3272012.02"
"Bosnia Herzegovina","2023","Fruit, edible; tangelos, wilkings and similar citrus hybrid, fresh or dried","Import","87042.451","160965","Weight in kilograms","160965"
"Bosnia Herzegovina","2023","Fruit, edible; grapefruit and pomelos, fresh or dried","Export","633.308","1304","Weight in kilograms","1304"
"Bosnia Herzegovina","2023","Fruit, edible; grapefruit and pomelos, fresh or dried","Import","856930.485","986748.7","Weight in kilograms","986748.7"
"Bosnia Herzegovina","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Export","1240.586","3193","Weight in kilograms","3193"
"Bosnia Herzegovina","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Import","7505087.808","12271771.53","Weight in kilograms","12271771.53"
"Bosnia Herzegovina","2023","Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried","Import","29035.59","10638.1","Weight in kilograms","10638.1"
"Bosnia Herzegovina","2023","Fruit, edible; grapes, fresh","Export","635496.142","594023","Weight in kilograms","594023"
"Bosnia Herzegovina","2023","Fruit, edible; grapes, fresh","Import","5444949.877","7614309.2","Weight in kilograms","7614309.2"
"Bosnia Herzegovina","2023","Fruit, edible; grapes, dried","Import","1453184.509","843131.77","Weight in kilograms","843131.77"
"Bosnia Herzegovina","2023","Fruit, edible; grapes, dried","Export","80843.094","34132.25","Weight in kilograms","34132.25"
"Bosnia Herzegovina","2023","Fruit, edible; watermelons, fresh","Import","6001970.954","17115406.15","Weight in kilograms","17115406.15"
"Bosnia Herzegovina","2023","Fruit, edible; watermelons, fresh","Export","116227.213","289248","Weight in kilograms","289248"
"Bosnia Herzegovina","2023","Fruit, edible; melons, other than watermelons, fresh","Export","43436.351","65993","Weight in kilograms","65993"
"Bosnia Herzegovina","2023","Fruit, edible; melons, other than watermelons, fresh","Import","605534.739","636308.2","Weight in kilograms","636308.2"
"Bosnia Herzegovina","2023","Fruit, edible; papaws (papayas), fresh","Import","9170.37","1822.15","Weight in kilograms","1822.15"
"Bosnia Herzegovina","2023","Fruit, edible; apples, fresh","Import","10000153.266","30493380.26","Weight in kilograms","30493380.26"
"Bosnia Herzegovina","2023","Fruit, edible; apples, fresh","Export","2774957.522","3714648","Weight in kilograms","3714648"
"Bosnia Herzegovina","2023","Fruit, edible; pears, fresh","Export","826775.493","989822","Weight in kilograms","989822"
"Bosnia Herzegovina","2023","Fruit, edible; pears, fresh","Import","3392286.315","4459808.03","Weight in kilograms","4459808.03"
"Bosnia Herzegovina","2023","Fruit, edible; quinces, fresh","Import","150997.129","203979.9","Weight in kilograms","203979.9"
"Bosnia Herzegovina","2023","Fruit, edible; apricots, fresh","Import","1118945.835","1604901.7","Weight in kilograms","1604901.7"
"Bosnia Herzegovina","2023","Fruit, edible; apricots, fresh","Export","890.257","576","Weight in kilograms","576"
"Bosnia Herzegovina","2023","Fruit, edible; sour cherries (Prunus cerasus), fresh","Import","650648.155","1039721.8","Weight in kilograms","1039721.8"
"Bosnia Herzegovina","2023","Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh","Import","104881.11","118640","Weight in kilograms","118640"
"Bosnia Herzegovina","2023","Fruit, edible; cherries, other than sour cherries (Prunus cerasus), fresh","Export","14611.872","4180","Weight in kilograms","4180"
"Bosnia Herzegovina","2023","Fruit, edible; peaches, including nectarines, fresh","Export","115618.378","110601","Weight in kilograms","110601"
"Bosnia Herzegovina","2023","Fruit, edible; peaches, including nectarines, fresh","Import","4042620.893","6430097.8","Weight in kilograms","6430097.8"
"Bosnia Herzegovina","2023","Fruit, edible; plums and sloes, fresh","Import","3233202.544","6878343.46","Weight in kilograms","6878343.46"
"Bosnia Herzegovina","2023","Fruit, edible; plums and sloes, fresh","Export","5108615.303","4620828","Weight in kilograms","4620828"
"Bosnia Herzegovina","2023","Fruit, edible; strawberries, fresh","Export","352686.883","80296","Weight in kilograms","80296"
"Bosnia Herzegovina","2023","Fruit, edible; strawberries, fresh","Import","930560.155","832691.3","Weight in kilograms","832691.3"
"Bosnia Herzegovina","2023","Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh","Import","15157.399","640","Weight in kilograms","640"
"Bosnia Herzegovina","2023","Fruit, edible; raspberries, blackberries, mulberries, and loganberries, fresh","Export","195729.673","73223","Weight in kilograms","73223"
"Bosnia Herzegovina","2023","Fruit, edible; black, white or red currants and gooseberries, fresh","Import","11299.161","394","Weight in kilograms","394"
"Bosnia Herzegovina","2023","Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh","Import","70660.326","6474","Weight in kilograms","6474"
"Bosnia Herzegovina","2023","Fruit, edible; cranberries, bilberries and other fruits of the genus vaccinium, fresh","Export","119742.045","22142.94","Weight in kilograms","22142.94"
"Bosnia Herzegovina","2023","Fruit, edible; kiwifruit, fresh","Export","33666.733","29635","Weight in kilograms","29635"
"Bosnia Herzegovina","2023","Fruit, edible; kiwifruit, fresh","Import","1746472.155","2453905.2","Weight in kilograms","2453905.2"
"Bosnia Herzegovina","2023","Fruit, edible; persimmons, fresh","Import","249472.062","214527.86","Weight in kilograms","214527.86"
"Bosnia Herzegovina","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Export","25210.727","30775.2","Weight in kilograms","30775.2"
"Bosnia Herzegovina","2023","Fruit, edible; fruits n.e.c. in heading no. 0801 to 0810, fresh","Import","1245177.668","1463362.82","Weight in kilograms","1463362.82"
"Bosnia Herzegovina","2023","Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Export","936536.326","181437.1","Weight in kilograms","181437.1"
"Bosnia Herzegovina","2023","Fruit, edible; strawberries, uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter","Import","792093.371","324751.63","Weight in kilograms","324751.63"
"Bosnia Herzegovina","2023","Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter","Import","1448439.726","592396.55","Weight in kilograms","592396.55"
"Bosnia Herzegovina","2023","Fruit, edible; raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked, whether or not containing added sugar or other sweetening matter","Export","21553308.273","7206129.8","Weight in kilograms","7206129.8"
"Bosnia Herzegovina","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Import","1617047.175","1033947.41","Weight in kilograms","1033947.41"
"Bosnia Herzegovina","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0811, uncooked or cooked, frozen whether or not containing added sugar or other sweetening matter","Export","3601113.285","2104247.4","Weight in kilograms","2104247.4"
"Bosnia Herzegovina","2023","Fruit, edible; fruit and nuts n.e.c. in heading no. 0812, provisionally preserved, but unsuitable in that state for immediate consumption","Import","5166.834","169.04","Weight in kilograms","169.04"
"Bosnia Herzegovina","2023","Fruit, edible; apricots, dried","Export","154929.344","19506.25","Weight in kilograms","19506.25"
"Bosnia Herzegovina","2023","Fruit, edible; apricots, dried","Import","720469.01","111228.3","Weight in kilograms","111228.3"
"Bosnia Herzegovina","2023","Fruit, edible; prunes, dried","Export","184249.807","52293","Weight in kilograms","52293"
"Bosnia Herzegovina","2023","Fruit, edible; prunes, dried","Import","1545056.798","644836","Weight in kilograms","644836"
"Bosnia Herzegovina","2023","Fruit, edible; apples, dried","Export","1855.224","126.01","Weight in kilograms","126.01"
"Bosnia Herzegovina","2023","Fruit, edible; apples, dried","Import","21721.438","4893.56","Weight in kilograms","4893.56"
"Bosnia Herzegovina","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Export","925501.779","90384.19","Weight in kilograms","90384.19"
"Bosnia Herzegovina","2023","Fruit, edible; fruit n.e.c. in heading no. 0812, dried","Import","211006.635","46981.39","Weight in kilograms","46981.39"
"Bosnia Herzegovina","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Import","47123.328","5373.7","Weight in kilograms","5373.7"
"Bosnia Herzegovina","2023","Nuts, edible; mixtures of nuts or dried fruits of chapter 08","Export","198847.195","30618.2","Weight in kilograms","30618.2"
"Bosnia Herzegovina","2023","Peel; of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water and other preservative solutions","Import","3848.489","155.49","Weight in kilograms","155.49"
"Botswana","2023","Nuts, edible; coconuts, desiccated","Import","50229.979","48671.985","Weight in kilograms","13301"
"Botswana","2023","Nuts, edible; coconuts, in the inner shell (endocarp)","Import","5773.994","5132","Weight in kilograms","414"
"Botswana","2023","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","Export","48.461","8.7","Weight in kilograms","9.7"
"Botswana","2023","Nuts, edible; coconuts, fresh or dried, other than desiccated or in the inner shell (endocarp)","Import","35791.158","17877.39","Weight in kilograms","5344.2"
"Botswana","2023","Nuts, edible; brazil nuts, fresh or dried, in shell","Import","3455.912","274","Weight in kilograms","92"
"Botswana","2023","Nuts, edible; brazil nuts, fresh or dried, shelled","Import","3066.354","302.72","Weight in kilograms","403"
"Botswana","2023","Nuts, edible; cashew nuts, fresh or dried, in shell","Import","49996.013","5493.3","Weight in kilograms","2519.18"
"Botswana","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Export","68.736","3","Weight in kilograms","4"
"Botswana","2023","Nuts, edible; cashew nuts, fresh or dried, shelled","Import","228352.931","49023.03","Weight in kilograms","38512.06"
"Botswana","2023","Nuts, edible; almonds, fresh or dried, in shell","Import","21094.411","3630","Weight in kilograms","4376"
"Botswana","2023","Nuts, edible; almonds, fresh or dried, shelled","Export","16.742","1","Weight in kilograms","1"
"Botswana","2023","Nuts, edible; almonds, fresh or dried, shelled","Import","80766.318","15983.02","Weight in kilograms","11600.23"
"Botswana","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell","Export","60.568","3","Weight in kilograms","3"
"Botswana","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, in shell","Import","107.978","25.65","Weight in kilograms","47"
"Botswana","2023","Nuts, edible; hazelnuts or filberts (corylus spp.), fresh or dried, shelled","Import","4438.115","430.37","Weight in kilograms","516"
"Botswana","2023","Nuts, edible; walnuts, fresh or dried, in shell","Export","41.114","1","Weight in kilograms","10"
"Botswana","2023","Nuts, edible; walnuts, fresh or dried, in shell","Import","5194.046","795.19","Weight in kilograms","374"
"Botswana","2023","Nuts, edible; walnuts, fresh or dried, shelled","Export","41.114","1","Weight in kilograms","10"
"Botswana","2023","Nuts, edible; walnuts, fresh or dried, shelled","Import","35945.451","5952.71","Weight in kilograms","11434"
"Botswana","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, in shell","Import","29.424","3","Weight in kilograms","7"
"Botswana","2023","Nuts, edible; chestnuts (Castanea spp.), fresh or dried, shelled","Import","41.897","20","Weight in kilograms","2"
"Botswana","2023","Nuts, edible; pistachios, fresh or dried, in shell","Import","12768.21","1103.2","Weight in kilograms","507"
"Botswana","2023","Nuts, edible; pistachios, fresh or dried, shelled","Import","51062.151","6570.18","Weight in kilograms","10374"
"Botswana","2023","Nuts, edible; macadamia, fresh or dried, in shell","Import","3593.876","2247.8","Weight in kilograms","514"
"Botswana","2023","Nuts, edible; macadamia, fresh or dried, shelled","Import","10797.501","1039.48","Weight in kilograms","1254"
"Botswana","2023","Nuts, edible; kola nuts (Cola spp.), fresh or dried, whether or not shelled or peeled","Import","56.351","39.74","Weight in kilograms","30"
"Botswana","2023","Nuts, edible; areca nuts, fresh or dried, whether or not shelled or peeled","Import","2.474","1","Weight in kilograms","1"
"Botswana","2023","Nuts, edible; pine nuts, fresh or dried, in shell","Import","1801.322","256.5","Weight in kilograms","303"
"Botswana","2023","Nuts, edible; pine nuts, fresh or dried, shelled","Import","72.301","21.8","Weight in kilograms","66"
"Botswana","2023","Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled","Export","20.557","1","Weight in kilograms","4"
"Botswana","2023","Nuts, edible; n.e.c. in heading 0801 and 0802, fresh or dried, whether or not shelled or peeled","Import","158214.775","36950.16","Weight in kilograms","17182.2"
"Botswana","2023","Fruit, edible; plantains, fresh or dried","Export","78.256","7.3","Weight in kilograms","9"
"Botswana","2023","Fruit, edible; plantains, fresh or dried","Import","251961.006","238452.75","Weight in kilograms","117685"
"Botswana","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Export","744.626","640.109","Weight in kilograms","639.67"
"Botswana","2023","Fruit, edible; bananas, other than plantains, fresh or dried","Import","8652995.001","","Weight in kilograms","3568067.9"
"Botswana","2023","Fruit, edible; dates, fresh or dried","Export","9.161","3","Weight in kilograms","3"
"Botswana","2023","Fruit, edible; dates, fresh or dried","Import","206931.016","133642.86","Weight in kilograms","104348.6"
"Botswana","2023","Fruit, edible; figs, fresh or dried","Export","12.937","1","Weight in kilograms","2"
"Botswana","2023","Fruit, edible; figs, fresh or dried","Import","7784.796","4133.97","Weight in kilograms","1854.67"
"Botswana","2023","Fruit, edible; pineapples, fresh or dried","Export","1360.928","934.25","Weight in kilograms","940.55"
"Botswana","2023","Fruit, edible; pineapples, fresh or dried","Import","567549.537","890145.4","Weight in kilograms","215666.75"
"Botswana","2023","Fruit, edible; avocados, fresh or dried","Export","1335.526","390.6","Weight in kilograms","400.6"
"Botswana","2023","Fruit, edible; avocados, fresh or dried","Import","867062.89","768906.16","Weight in kilograms","260072.97"
"Botswana","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Export","218.062","45.909","Weight in kilograms","47.909"
"Botswana","2023","Fruit, edible; guavas, mangoes and mangosteens, fresh or dried","Import","1397165.825","1622665.31","Weight in kilograms","508676.86"
"Botswana","2023","Fruit, edible; oranges, fresh or dried","Export","783.434","839.74","Weight in kilograms","740.34"
"Botswana","2023","Fruit, edible; oranges, fresh or dried","Import","1613892.651","4756073.64","Weight in kilograms","1624097"
"Botswana","2023","Fruit, edible; mandarins (including tangerines and satsumas), fresh or dried","Import","294787.628","722757.8","Weight in kilograms","220795"
"Botswana","2023","Fruit, edible; clementines, fresh or dried","Import","100570.297","107274.9","Weight in kilograms","37110"
"Botswana","2023","Fruit, edible; tangelos, wilkings and similar citrus hybrid, fresh or dried","Import","9666.257","3463.7","Weight in kilograms","4540"
"Botswana","2023","Fruit, edible; grapefruit and pomelos, fresh or dried","Export","212.119","87.05","Weight in kilograms","93.05"
"Botswana","2023","Fruit, edible; grapefruit and pomelos, fresh or dried","Import","37768.605","54979.48","Weight in kilograms","7374.88"
"Botswana","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Export","789.264","587.2","Weight in kilograms","690.08"
"Botswana","2023","Fruit, edible; lemons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), fresh or dried","Import","286889.011","450391.1","Weight in kilograms","119108.74"
"Botswana","2023","Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried","Export","570.277","401.9","Weight in kilograms","409.9"
"Botswana","2023","Fruit, edible; citrus fruit n.e.c. in heading no. 0805, fresh or dried","Import","552672.096","1429164.2","Weight in kilograms","620331.1"
"Botswana","2023","Fruit, edible; grapes, fresh","Export","3683.762","689","Weight in kilograms","728"
"Botswana","2023","Fruit, edible; grapes, fresh","Import","2790610.333","1651070.66","Weight in kilograms","489839.66"
"Botswana","2023","Fruit, edible; grapes, dried","Export","33.745","7","Weight in kilograms","7"
"Botswana","2023","Fruit, edible; grapes, dried","Import","499661.726","150263.84","Weight in kilograms","69454.09"
"Botswana","2023","Fruit, edible; watermelons, fresh","Export","414.294","141.3","Weight in kilograms","111"
"Botswana","2023","Fruit, edible; watermelons, fresh","Import","1861.474","1552.04","Weight in kilograms","835"
"Botswana","2023","Fruit, edible; melons, other than watermelons, fresh","Export","4489.1","1144.34","Weight in kilograms","1119.34"
"Botswana","2023","Fruit, edible; melons, other than watermelons, fresh","Import","266153.574","209649.36","Weight in kilograms","28940"
"Botswana","2023","Fruit, edible; papaws (papayas), fresh","Export","1138.962","632.7","Weight in kilograms","664.2"
"Botswana","2023","Fruit, edible; papaws (papayas), fresh","Import","254352.352","251245.22","Weight in kilograms","54988.45"
